County,FIPS,Population
"DeKalb County, Missouri",29063,12630
"Dent County, Missouri",29065,15441
"Douglas County, Missouri",29067,13373
"Dunklin County, Missouri",29069,29423
"Franklin County, Missouri",29071,103670
"Gasconade County, Missouri",29073,14705
"Gentry County, Missouri",29075,6628
"Greene County, Missouri",29077,291923
"Grundy County, Missouri",29079,9914
"Harrison County, Missouri",29081,8414
"Henry County, Missouri",29083,21792
"Hickory County, Missouri",29085,9509
"Holt County, Missouri",29087,4404
"Howard County, Missouri",29089,10137
"Howell County, Missouri",29091,40076
"Iron County, Missouri",29093,10177
"Jackson County, Missouri",29095,700307
"Jasper County, Missouri",29097,120636
"Jefferson County, Missouri",29099,224347
"Johnson County, Missouri",29101,53652
"Knox County, Missouri",29103,3947
"Laclede County, Missouri",29105,35713
"Lafayette County, Missouri",29107,32598
"Lawrence County, Missouri",29109,38359
"Lewis County, Missouri",29111,9855
"Lincoln County, Missouri",29113,57686
"Linn County, Missouri",29115,12037
"Livingston County, Missouri",29117,15146
"McDonald County, Missouri",29119,23078
"Macon County, Missouri",29121,15153
"Madison County, Missouri",29123,12188
"Maries County, Missouri",29125,8769
"Marion County, Missouri",29127,28592
"Mercer County, Missouri",29129,3641
"Miller County, Missouri",29131,25336
"Mississippi County, Missouri",29133,13336
"Moniteau County, Missouri",29135,16121
"Monroe County, Missouri",29137,8664
"Montgomery County, Missouri",29139,11534
"Morgan County, Missouri",29141,20358
"New Madrid County, Missouri",29143,17296
"Newton County, Missouri",29145,58266
"Nodaway County, Missouri",29147,22304
"Oregon County, Missouri",29149,10541
"Osage County, Missouri",29151,13714
"Ozark County, Missouri",29153,9017
"Pemiscot County, Missouri",29155,16272
"Perry County, Missouri",29157,19150
"Pettis County, Missouri",29159,42542
"Phelps County, Missouri",29161,44732
"Pike County, Missouri",29163,18504
"Platte County, Missouri",29165,102985
"Polk County, Missouri",29167,32201
"Pulaski County, Missouri",29169,52014
"Putnam County, Missouri",29171,4757
"Ralls County, Missouri",29173,10212
"Randolph County, Missouri",29175,24763
"Ray County, Missouri",29177,22883
"Reynolds County, Missouri",29179,6254
"Ripley County, Missouri",29181,13401
"St. Charles County, Missouri",29183,399182
"St. Clair County, Missouri",29185,9395
"Ste. Genevieve County, Missouri",29186,17888
"St. Francois County, Missouri",29187,66692
"St. Louis County, Missouri",29189,996945
"Saline County, Missouri",29195,22895
"Schuyler County, Missouri",29197,4599
"Scotland County, Missouri",29199,4966
"Scott County, Missouri",29201,38458
"Shannon County, Missouri",29203,8189
"Shelby County, Missouri",29205,6050
"Stoddard County, Missouri",29207,29206
"Stone County, Missouri",29209,31749
"Sullivan County, Missouri",29211,6221
"Taney County, Missouri",29213,55852
"Texas County, Missouri",29215,25571
"Vernon County, Missouri",29217,20528
"Warren County, Missouri",29219,34711
"Washington County, Missouri",29221,24943
"Wayne County, Missouri",29223,13122
"Webster County, Missouri",29225,39109
"Worth County, Missouri",29227,2040
"Wright County, Missouri",29229,18378
"St. Louis city, Missouri",29510,302838
"Beaverhead County, Montana",30001,9404
"Big Horn County, Montana",30003,13338
"Blaine County, Montana",30005,6807
"Broadwater County, Montana",30007,6085
"Carbon County, Montana",30009,10714
"Carter County, Montana",30011,1238
"Cascade County, Montana",30013,81643
"Chouteau County, Montana",30015,5745
"Custer County, Montana",30017,11586
"Daniels County, Montana",30019,1747
"Dawson County, Montana",30021,8680
"Deer Lodge County, Montana",30023,9131
"Fallon County, Montana",30025,2920
"Fergus County, Montana",30027,11113
"Flathead County, Montana",30029,102106
"Gallatin County, Montana",30031,111876
"Garfield County, Montana",30033,1268
"Glacier County, Montana",30035,13747
"Golden Valley County, Montana",30037,826
"Granite County, Montana",30039,3378
"Hill County, Montana",30041,16347
"Jefferson County, Montana",30043,12097
"Judith Basin County, Montana",30045,1952
"Lake County, Montana",30047,30250
"Lewis and Clark County, Montana",30049,68700
"Liberty County, Montana",30051,2430
"Lincoln County, Montana",30053,19794
"McCone County, Montana",30055,1675
"Madison County, Montana",30057,8768
"Meagher County, Montana",30059,1866
"Mineral County, Montana",30061,4316
"Missoula County, Montana",30063,118791
"Musselshell County, Montana",30065,4651
"Park County, Montana",30067,16736
"Petroleum County, Montana",30069,513
"Phillips County, Montana",30071,4074
"Pondera County, Montana",30073,5972
"Powder River County, Montana",30075,1716
"Powell County, Montana",30077,6968
"Prairie County, Montana",30079,1087
"Ravalli County, Montana",30081,43172
"Richland County, Montana",30083,10913
"Roosevelt County, Montana",30085,11059
"Rosebud County, Montana",30087,9063
"Sanders County, Montana",30089,11844
"Sheridan County, Montana",30091,3424
"Silver Bow County, Montana",30093,34993
"Stillwater County, Montana",30095,9534
"Sweet Grass County, Montana",30097,3710
"Teton County, Montana",30099,6162
"Toole County, Montana",30101,4853
"Treasure County, Montana",30103,679
"Valley County, Montana",30105,7437
"Wheatland County, Montana",30107,2236
"Wibaux County, Montana",30109,1034
"Yellowstone County, Montana",30111,160137
"Adams County, Nebraska",31001,31511
"Antelope County, Nebraska",31003,6336
"Arthur County, Nebraska",31005,465
"Banner County, Nebraska",31007,730
"Blaine County, Nebraska",31009,476
"Boone County, Nebraska",31011,5239
"Box Butte County, Nebraska",31013,10772
"Boyd County, Nebraska",31015,1955
"Brown County, Nebraska",31017,2973
"Buffalo County, Nebraska",31019,49615
"Burt County, Nebraska",31021,6488
"Butler County, Nebraska",31023,8058
"Cass County, Nebraska",31025,26159
"Cedar County, Nebraska",31027,8446
"Chase County, Nebraska",31029,3977
"Cherry County, Nebraska",31031,5761
"Cheyenne County, Nebraska",31033,9310
"Clay County, Nebraska",31035,6214
"Colfax County, Nebraska",31037,10881
"Cuming County, Nebraska",31039,8940
"Custer County, Nebraska",31041,10840
"Dakota County, Nebraska",31043,20083
"Dawes County, Nebraska",31045,8716
"Dawson County, Nebraska",31047,23709
"Deuel County, Nebraska",31049,1825
"Dixon County, Nebraska",31051,5709
"Dodge County, Nebraska",31053,36791
"Douglas County, Nebraska",31055,566880
"Dundy County, Nebraska",31057,1770
"Fillmore County, Nebraska",31059,5527
"Franklin County, Nebraska",31061,3023
"Frontier County, Nebraska",31063,2608
"Furnas County, Nebraska",31065,4715
"Gage County, Nebraska",31067,21493
"Garden County, Nebraska",31069,1897
"Garfield County, Nebraska",31071,1987
"Gosper County, Nebraska",31073,1996
"Grant County, Nebraska",31075,660
"Greeley County, Nebraska",31077,2356
"Hall County, Nebraska",31079,61607
"Hamilton County, Nebraska",31081,9280
"Harlan County, Nebraska",31083,3401
"Hayes County, Nebraska",31085,916
"Hitchcock County, Nebraska",31087,2806
"Holt County, Nebraska",31089,10178
"Hooker County, Nebraska",31091,682
"Howard County, Nebraska",31093,6468
"Jefferson County, Nebraska",31095,7097
"Johnson County, Nebraska",31097,5134
"Kearney County, Nebraska",31099,6544
"Keith County, Nebraska",31101,8021
"Keya Paha County, Nebraska",31103,810
"Kimball County, Nebraska",31105,3618
"Knox County, Nebraska",31107,8419
"Lancaster County, Nebraska",31109,317272
"Lincoln County, Nebraska",31111,35185
"Logan County, Nebraska",31113,749
"Loup County, Nebraska",31115,618
"McPherson County, Nebraska",31117,492
"Madison County, Nebraska",31119,35392
"Merrick County, Nebraska",31121,7733
"Morrill County, Nebraska",31123,4686
"Nance County, Nebraska",31125,3532
"Nemaha County, Nebraska",31127,6958
"Nuckolls County, Nebraska",31129,4195
"Otoe County, Nebraska",31131,15985
"Pawnee County, Nebraska",31133,2632
"Perkins County, Nebraska",31135,2929
"Phelps County, Nebraska",31137,8996
"Pierce County, Nebraska",31139,7142
"Platte County, Nebraska",31141,33363
"Polk County, Nebraska",31143,5278
"Red Willow County, Nebraska",31145,10726
"Richardson County, Nebraska",31147,7937
"Rock County, Nebraska",31149,1360
"Saline County, Nebraska",31151,14350
"Sarpy County, Nebraska",31153,184459
"Saunders County, Nebraska",31155,21303
"Scotts Bluff County, Nebraska",31157,35989
"Seward County, Nebraska",31159,17318
"Sheridan County, Nebraska",31161,5190
"Sherman County, Nebraska",31163,3038
"Sioux County, Nebraska",31165,1187
"Stanton County, Nebraska",31167,5970
"Thayer County, Nebraska",31169,5039
"Thomas County, Nebraska",31171,720
"Thurston County, Nebraska",31173,7303
"Valley County, Nebraska",31175,4190
"Washington County, Nebraska",31177,20667
"Wayne County, Nebraska",31179,9403
"Webster County, Nebraska",31181,3533
"Wheeler County, Nebraska",31183,805
"York County, Nebraska",31185,13772
"Churchill County, Nevada",32001,24440
"Clark County, Nevada",32003,2231647
"Douglas County, Nevada",32005,48467
"Elko County, Nevada",32007,52460
"Esmeralda County, Nevada",32009,826
"Eureka County, Nevada",32011,2003
"Humboldt County, Nevada",32013,16786
"Lander County, Nevada",32015,5575
"Lincoln County, Nevada",32017,5201
"Lyon County, Nevada",32019,55808
"Mineral County, Nevada",32021,4514
"Nye County, Nevada",32023,45346
"Pershing County, Nevada",32027,6666
"Storey County, Nevada",32029,4029
"Washoe County, Nevada",32031,465735
"White Pine County, Nevada",32033,9475
"Carson City, Nevada",32510,55414
"Belknap County, New Hampshire",33001,61022
"Carroll County, New Hampshire",33003,48779
"Cheshire County, New Hampshire",33005,76493
"Coos County, New Hampshire",33007,31589
"Grafton County, New Hampshire",33009,89786
"Hillsborough County, New Hampshire",33011,415247
"Merrimack County, New Hampshire",33013,151132
"Rockingham County, New Hampshire",33015,309176
"Strafford County, New Hampshire",33017,130090
"Sullivan County, New Hampshire",33019,43144
"Atlantic County, New Jersey",34001,265429
"Bergen County, New Jersey",34003,936692
"Burlington County, New Jersey",34005,445384
"Camden County, New Jersey",34007,507078
"Cape May County, New Jersey",34009,92560
"Cumberland County, New Jersey",34011,150972
"Essex County, New Jersey",34013,799767
"Gloucester County, New Jersey",34015,291408
"Hudson County, New Jersey",34017,676061
"Hunterdon County, New Jersey",34019,124714
"Mercer County, New Jersey",34021,369811
"Middlesex County, New Jersey",34023,829685
"Monmouth County, New Jersey",34025,621354
"Morris County, New Jersey",34027,494228
"Ocean County, New Jersey",34029,601651
"Passaic County, New Jersey",34031,503310
"Salem County, New Jersey",34033,62607
"Somerset County, New Jersey",34035,331164
"Sussex County, New Jersey",34037,140799
"Union County, New Jersey",34039,558067
"Warren County, New Jersey",34041,105779
"Bernalillo County, New Mexico",35001,678701
"Catron County, New Mexico",35003,3578
"Chaves County, New Mexico",35005,64689
"Cibola County, New Mexico",35006,26746
"Colfax County, New Mexico",35007,12110
"Curry County, New Mexico",35009,49437
"De Baca County, New Mexico",35011,1781
"Do̱a Ana County, New Mexico",35013,217522
"Eddy County, New Mexico",35015,57900
"Grant County, New Mexico",35017,27346
"Guadalupe County, New Mexico",35019,4341
"Harding County, New Mexico",35021,655
"Hidalgo County, New Mexico",35023,4240
"Lea County, New Mexico",35025,69611
"Lincoln County, New Mexico",35027,19556
"Los Alamos County, New Mexico",35028,19101
"Luna County, New Mexico",35029,23963
"McKinley County, New Mexico",35031,72290
"Mora County, New Mexico",35033,4506
"Otero County, New Mexico",35035,66781
"Quay County, New Mexico",35037,8253
"Rio Arriba County, New Mexico",35039,39006
"Roosevelt County, New Mexico",35041,18743
"Sandoval County, New Mexico",35043,145179
"San Juan County, New Mexico",35045,125043
"San Miguel County, New Mexico",35047,27591
"Santa Fe County, New Mexico",35049,150056
"Sierra County, New Mexico",35051,10968
"Socorro County, New Mexico",35053,16735
"Taos County, New Mexico",35055,32835
"Torrance County, New Mexico",35057,15591
"Union County, New Mexico",35059,4118
"Valencia County, New Mexico",35061,76456
"Albany County, New York",36001,307117
"Allegany County, New York",36003,46430
"Bronx County, New York",36005,1432132
"Broome County, New York",36007,191659
"Cattaraugus County, New York",36009,76840
"Cayuga County, New York",36011,77145
"Chautauqua County, New York",36013,127939
"Chemung County, New York",36015,84254
"Chenango County, New York",36017,47536
"Clinton County, New York",36019,80695
"Columbia County, New York",36021,59916
"Cortland County, New York",36023,47823
"Delaware County, New York",36025,44527
"Dutchess County, New York",36027,293718
"Erie County, New York",36029,919719
"Essex County, New York",36031,37300
"Franklin County, New York",36033,50293
"Fulton County, New York",36035,53591
"Genesee County, New York",36037,57511
"Greene County, New York",36039,47491
"Hamilton County, New York",36041,4434
"Herkimer County, New York",36043,61833
"Jefferson County, New York",36045,111755
"Kings County, New York",36047,2582830
"Lewis County, New York",36049,26447
"Livingston County, New York",36051,63227
"Madison County, New York",36053,70795
"Monroe County, New York",36055,742474
"Montgomery County, New York",36057,49455
"Nassau County, New York",36059,1358343
"New York County, New York",36061,1628701
"Niagara County, New York",36063,210433
"Oneida County, New York",36065,229577
"Onondaga County, New York",36067,461809
"Ontario County, New York",36069,109864
"Orange County, New York",36071,381951
"Orleans County, New York",36073,40612
"Oswego County, New York",36075,117898
"Otsego County, New York",36077,59749
"Putnam County, New York",36079,98892
"Queens County, New York",36081,2278906
"Rensselaer County, New York",36083,159442
"Richmond County, New York",36085,476179
"Rockland County, New York",36087,325695
"St. Lawrence County, New York",36089,108047
"Saratoga County, New York",36091,230163
"Schenectady County, New York",36093,155350
"Schoharie County, New York",36095,31097
"Schuyler County, New York",36097,17912
"Seneca County, New York",36099,34300
"Steuben County, New York",36101,95796
"Suffolk County, New York",36103,1481093
"Sullivan County, New York",36105,75498
"Tioga County, New York",36107,48560
"Tompkins County, New York",36109,102793
"Ulster County, New York",36111,178599
"Warren County, New York",36113,64265
"Washington County, New York",36115,61197
"Wayne County, New York",36117,90064
"Westchester County, New York",36119,967612
"Wyoming County, New York",36121,40085
"Yates County, New York",36123,24841
"Alamance County, North Carolina",37001,166436
"Alexander County, North Carolina",37003,37353
"Alleghany County, North Carolina",37005,11161
"Anson County, North Carolina",37007,24877
"Ashe County, North Carolina",37009,27109
"Avery County, North Carolina",37011,17505
"Beaufort County, North Carolina",37013,47079
"Bertie County, North Carolina",37015,19026
"Bladen County, North Carolina",37017,33190
"Brunswick County, North Carolina",37019,136744
"Buncombe County, North Carolina",37021,259103
"Burke County, North Carolina",37023,90382
"Cabarrus County, North Carolina",37025,211342
"Caldwell County, North Carolina",37027,82029
"Camden County, North Carolina",37029,10710
"Carteret County, North Carolina",37031,69524
"Caswell County, North Carolina",37033,22698
"Catawba County, North Carolina",37035,158652
"Chatham County, North Carolina",37037,73139
"Cherokee County, North Carolina",37039,28383
"Chowan County, North Carolina",37041,14029
"Clay County, North Carolina",37043,11139
"Cleveland County, North Carolina",37045,97645
"Columbus County, North Carolina",37047,55655
"Craven County, North Carolina",37049,102912
"Cumberland County, North Carolina",37051,332330
"Currituck County, North Carolina",37053,27072
"Dare County, North Carolina",37055,36501
"Davidson County, North Carolina",37057,166614
"Davie County, North Carolina",37059,42733
"Duplin County, North Carolina",37061,58856
"Durham County, North Carolina",37063,316739
"Edgecombe County, North Carolina",37065,52005
"Forsyth County, North Carolina",37067,379099
"Franklin County, North Carolina",37069,67560
"Gaston County, North Carolina",37071,222846
"Gates County, North Carolina",37073,11573
"Graham County, North Carolina",37075,8484
"Granville County, North Carolina",37077,60115
"Greene County, North Carolina",37079,21012
"Guilford County, North Carolina",37081,533670
"Halifax County, North Carolina",37083,50574
"Harnett County, North Carolina",37085,134214
"Haywood County, North Carolina",37087,61971
"Henderson County, North Carolina",37089,116748
"Hertford County, North Carolina",37091,23659
"Hoke County, North Carolina",37093,54764
"Hyde County, North Carolina",37095,5230
"Iredell County, North Carolina",37097,178435
"Jackson County, North Carolina",37099,43327
"Johnston County, North Carolina",37101,202675
"Jones County, North Carolina",37103,9637
"Lee County, North Carolina",37105,61452
"Lenoir County, North Carolina",37107,55976
"Lincoln County, North Carolina",37109,83770
"McDowell County, North Carolina",37111,45507
"Macon County, North Carolina",37113,35285
"Madison County, North Carolina",37115,21763
"Martin County, North Carolina",37117,22671
"Mecklenburg County, North Carolina",37119,1093901
"Mitchell County, North Carolina",37121,15000
"Montgomery County, North Carolina",37123,27271
"Moore County, North Carolina",37125,98682
"Nash County, North Carolina",37127,94016
"New Hanover County, North Carolina",37129,232274
"Northampton County, North Carolina",37131,19676
"Onslow County, North Carolina",37133,197683
"Orange County, North Carolina",37135,146027
"Pamlico County, North Carolina",37137,12670
"Pasquotank County, North Carolina",37139,39639
"Pender County, North Carolina",37141,62162
"Perquimans County, North Carolina",37143,13422
"Person County, North Carolina",37145,39507
"Pitt County, North Carolina",37147,179914
"Polk County, North Carolina",37149,20611
"Randolph County, North Carolina",37151,143351
"Richmond County, North Carolina",37153,44887
"Robeson County, North Carolina",37155,131831
"Rockingham County, North Carolina",37157,90690
"Rowan County, North Carolina",37159,141262
"Rutherford County, North Carolina",37161,66826
"Sampson County, North Carolina",37163,63626
"Scotland County, North Carolina",37165,34810
"Stanly County, North Carolina",37167,62075
"Stokes County, North Carolina",37169,45467
"Surry County, North Carolina",37171,71948
"Swain County, North Carolina",37173,14245
"Transylvania County, North Carolina",37175,34215
"Tyrrell County, North Carolina",37177,4131
"Union County, North Carolina",37179,235908
"Vance County, North Carolina",37181,44582
"Wake County, North Carolina",37183,1092305
"Warren County, North Carolina",37185,19807
"Washington County, North Carolina",37187,11859
"Watauga County, North Carolina",37189,55945
"Wayne County, North Carolina",37191,123248
"Wilkes County, North Carolina",37193,68557
"Wilson County, North Carolina",37195,81455
"Yadkin County, North Carolina",37197,37543
"Yancey County, North Carolina",37199,17903
"Adams County, North Dakota",38001,2294
"Barnes County, North Dakota",38003,10542
"Benson County, North Dakota",38005,6962
"Billings County, North Dakota",38007,919
"Bottineau County, North Dakota",38009,6411
"Bowman County, North Dakota",38011,3076
"Burke County, North Dakota",38013,2100
"Burleigh County, North Dakota",38015,95273
"Cass County, North Dakota",38017,181516
"Cavalier County, North Dakota",38019,3829
"Dickey County, North Dakota",38021,4903
"Divide County, North Dakota",38023,2283
"Dunn County, North Dakota",38025,4332
"Eddy County, North Dakota",38027,2313
"Emmons County, North Dakota",38029,3295
"Foster County, North Dakota",38031,3216
"Golden Valley County, North Dakota",38033,1769
"Grand Forks County, North Dakota",38035,70770
"Grant County, North Dakota",38037,2374
"Griggs County, North Dakota",38039,2232
"Hettinger County, North Dakota",38041,2514
"Kidder County, North Dakota",38043,2450
"LaMoure County, North Dakota",38045,4062
"Logan County, North Dakota",38047,1903
"McHenry County, North Dakota",38049,5816
"McIntosh County, North Dakota",38051,2585
"McKenzie County, North Dakota",38053,13632
"McLean County, North Dakota",38055,9541
"Mercer County, North Dakota",38057,8267
"Morton County, North Dakota",38059,31095
"Mountrail County, North Dakota",38061,10218
"Nelson County, North Dakota",38063,2869
"Oliver County, North Dakota",38065,1952
"Pembina County, North Dakota",38067,6947
"Pierce County, North Dakota",38069,4081
"Ramsey County, North Dakota",38071,11481
"Ransom County, North Dakota",38073,5237
"Renville County, North Dakota",38075,2374
"Richland County, North Dakota",38077,16239
"Rolette County, North Dakota",38079,14301
"Sargent County, North Dakota",38081,3870
"Sheridan County, North Dakota",38083,1349
"Sioux County, North Dakota",38085,4358
"Slope County, North Dakota",38087,763
"Stark County, North Dakota",38089,30997
"Steele County, North Dakota",38091,1903
"Stutsman County, North Dakota",38093,20917
"Towner County, North Dakota",38095,2192
"Traill County, North Dakota",38097,8037
"Walsh County, North Dakota",38099,10667
"Ward County, North Dakota",38101,67744
"Wells County, North Dakota",38103,3957
"Williams County, North Dakota",38105,35350
"Adams County, Ohio",39001,27724
"Allen County, Ohio",39003,102663
"Ashland County, Ohio",39005,53745
"Ashtabula County, Ohio",39007,97493
"Athens County, Ohio",39009,65818
"Auglaize County, Ohio",39011,45804
"Belmont County, Ohio",39013,67505
"Brown County, Ohio",39015,43602
"Butler County, Ohio",39017,382378
"Carroll County, Ohio",39019,27081
"Champaign County, Ohio",39021,38754
"Clark County, Ohio",39023,134585
"Clermont County, Ohio",39025,205466
"Clinton County, Ohio",39027,42057
"Columbiana County, Ohio",39029,102665
"Coshocton County, Ohio",39031,36629
"Crawford County, Ohio",39033,41550
"Cuyahoga County, Ohio",39035,1243857
"Darke County, Ohio",39037,51323
"Defiance County, Ohio",39039,38165
"Delaware County, Ohio",39041,204826
"Erie County, Ohio",39043,74615
"Fairfield County, Ohio",39045,155782
"Fayette County, Ohio",39047,28666
"Franklin County, Ohio",39049,1310300
"Fulton County, Ohio",39051,42276
"Gallia County, Ohio",39053,29979
"Geauga County, Ohio",39055,94031
"Greene County, Ohio",39057,167995
"Guernsey County, Ohio",39059,39022
"Hamilton County, Ohio",39061,816684
"Hancock County, Ohio",39063,75930
"Hardin County, Ohio",39065,31480
"Harrison County, Ohio",39067,15174
"Henry County, Ohio",39069,27086
"Highland County, Ohio",39071,43058
"Hocking County, Ohio",39073,28385
"Holmes County, Ohio",39075,43892
"Huron County, Ohio",39077,58504
"Jackson County, Ohio",39079,32384
"Jefferson County, Ohio",39081,65767
"Knox County, Ohio",39083,61893
"Lake County, Ohio",39085,230514
"Lawrence County, Ohio",39087,59866
"Licking County, Ohio",39089,175769
"Logan County, Ohio",39091,45358
"Lorain County, Ohio",39093,309461
"Lucas County, Ohio",39095,429899
"Madison County, Ohio",39097,44413
"Mahoning County, Ohio",39099,229642
"Marion County, Ohio",39101,65256
"Medina County, Ohio",39103,179146
"Meigs County, Ohio",39105,23106
"Mercer County, Ohio",39107,40959
"Miami County, Ohio",39109,106222
"Monroe County, Ohio",39111,13790
"Montgomery County, Ohio",39113,532331
"Morgan County, Ohio",39115,14604
"Morrow County, Ohio",39117,35112
"Muskingum County, Ohio",39119,86183
"Noble County, Ohio",39121,14354
"Ottawa County, Ohio",39123,40769
"Paulding County, Ohio",39125,18760
"Perry County, Ohio",39127,36033
"Pickaway County, Ohio",39129,58086
"Pike County, Ohio",39131,28067
"Portage County, Ohio",39133,162927
"Preble County, Ohio",39135,40997
"Putnam County, Ohio",39137,33780
"Richland County, Ohio",39139,121099
"Ross County, Ohio",39141,76931
"Sandusky County, Ohio",39143,58799
"Scioto County, Ohio",39145,75502
"Seneca County, Ohio",39147,55207
"Shelby County, Ohio",39149,48627
"Stark County, Ohio",39151,371574
"Summit County, Ohio",39153,541918
"Trumbull County, Ohio",39155,198627
"Tuscarawas County, Ohio",39157,92176
"Union County, Ohio",39159,57835
"Van Wert County, Ohio",39161,28281
"Vinton County, Ohio",39163,13139
"Warren County, Ohio",39165,232173
"Washington County, Ohio",39167,60155
"Wayne County, Ohio",39169,115967
"Williams County, Ohio",39171,36804
"Wood County, Ohio",39173,130696
"Wyandot County, Ohio",39175,21935
"Adair County, Oklahoma",40001,22082
"Alfalfa County, Oklahoma",40003,5754
"Atoka County, Oklahoma",40005,13838
"Beaver County, Oklahoma",40007,5319
"Beckham County, Oklahoma",40009,21709
"Blaine County, Oklahoma",40011,9485
"Bryan County, Oklahoma",40013,47192
"Caddo County, Oklahoma",40015,28977
"Canadian County, Oklahoma",40017,144447
"Carter County, Oklahoma",40019,48177
"Cherokee County, Oklahoma",40021,48675
"Choctaw County, Oklahoma",40023,14668
"Cimarron County, Oklahoma",40025,2153
"Cleveland County, Oklahoma",40027,281669
"Coal County, Oklahoma",40029,5520
"Comanche County, Oklahoma",40031,120422
"Cotton County, Oklahoma",40033,5776
"Craig County, Oklahoma",40035,14306
"Creek County, Oklahoma",40037,71604
"Custer County, Oklahoma",40039,29036
"Delaware County, Oklahoma",40041,42733
"Dewey County, Oklahoma",40043,4894
"Ellis County, Oklahoma",40045,3952
"Garfield County, Oklahoma",40047,60913
"Garvin County, Oklahoma",40049,27811
"Grady County, Oklahoma",40051,55551
"Grant County, Oklahoma",40053,4326
"Greer County, Oklahoma",40055,5821
"Harmon County, Oklahoma",40057,2664
"Harper County, Oklahoma",40059,3797
"Haskell County, Oklahoma",40061,12668
"Hughes County, Oklahoma",40063,13335
"Jackson County, Oklahoma",40065,24949
"Jefferson County, Oklahoma",40067,6123
"Johnston County, Oklahoma",40069,10949
"Kay County, Oklahoma",40071,44161
"Kingfisher County, Oklahoma",40073,15816
"Kiowa County, Oklahoma",40075,8729
"Latimer County, Oklahoma",40077,10231
"Le Flore County, Oklahoma",40079,49980
"Lincoln County, Oklahoma",40081,34920
"Logan County, Oklahoma",40083,47291
"Love County, Oklahoma",40085,10134
"McClain County, Oklahoma",40087,39985
"McCurtain County, Oklahoma",40089,32703
"McIntosh County, Oklahoma",40091,19815
"Major County, Oklahoma",40093,7644
"Marshall County, Oklahoma",40095,16806
"Mayes County, Oklahoma",40097,41107
"Murray County, Oklahoma",40099,13953
"Muskogee County, Oklahoma",40101,68362
"Noble County, Oklahoma",40103,11289
"Nowata County, Oklahoma",40105,10218
"Okfuskee County, Oklahoma",40107,12098
"Oklahoma County, Oklahoma",40109,792582
"Okmulgee County, Oklahoma",40111,38335
"Osage County, Oklahoma",40113,47014
"Ottawa County, Oklahoma",40115,31175
"Pawnee County, Oklahoma",40117,16390
"Payne County, Oklahoma",40119,82040
"Pittsburg County, Oklahoma",40121,43877
"Pontotoc County, Oklahoma",40123,38247
"Pottawatomie County, Oklahoma",40125,72679
"Pushmataha County, Oklahoma",40127,11179
"Roger Mills County, Oklahoma",40129,3656
"Rogers County, Oklahoma",40131,91984
"Seminole County, Oklahoma",40133,24578
"Sequoyah County, Oklahoma",40135,41179
"Stephens County, Oklahoma",40137,43265
"Texas County, Oklahoma",40139,20455
"Tillman County, Oklahoma",40141,7348
"Tulsa County, Oklahoma",40143,648360
"Wagoner County, Oklahoma",40145,80110
"Washington County, Oklahoma",40147,51843
"Washita County, Oklahoma",40149,11127
"Woods County, Oklahoma",40151,8897
"Woodward County, Oklahoma",40153,20222
"Baker County, Oregon",41001,16006
"Benton County, Oregon",41003,92101
"Clackamas County, Oregon",41005,416075
"Clatsop County, Oregon",41007,39764
"Columbia County, Oregon",41009,52377
"Coos County, Oregon",41011,64389
"Crook County, Oregon",41013,23867
"Curry County, Oregon",41015,22813
"Deschutes County, Oregon",41017,191996
"Douglas County, Oregon",41019,110283
"Gilliam County, Oregon",41021,1894
"Grant County, Oregon",41023,7176
"Harney County, Oregon",41025,7329
"Hood River County, Oregon",41027,23428
"Jackson County, Oregon",41029,219564
"Jefferson County, Oregon",41031,24192
"Josephine County, Oregon",41033,87393
"Klamath County, Oregon",41035,67653
"Lake County, Oregon",41037,7879
"Lane County, Oregon",41039,379611
"Lincoln County, Oregon",41041,49388
"Linn County, Oregon",41043,127335
"Malheur County, Oregon",41045,30725
"Marion County, Oregon",41047,346868
"Morrow County, Oregon",41049,11372
"Multnomah County, Oregon",41051,811880
"Polk County, Oregon",41053,85234
"Sherman County, Oregon",41055,1708
"Tillamook County, Oregon",41057,26787
"Umatilla County, Oregon",41059,77516
"Union County, Oregon",41061,26461
"Wallowa County, Oregon",41063,7081
"Wasco County, Oregon",41065,26505
"Washington County, Oregon",41067,597695
"Wheeler County, Oregon",41069,1366
"Yamhill County, Oregon",41071,107002
"Adams County, Pennsylvania",42001,102811
"Allegheny County, Pennsylvania",42003,1218452
"Armstrong County, Pennsylvania",42005,65263
"Beaver County, Pennsylvania",42007,164742
"Bedford County, Pennsylvania",42009,48176
"Berks County, Pennsylvania",42011,420152
"Blair County, Pennsylvania",42013,122492
"Bradford County, Pennsylvania",42015,60833
"Bucks County, Pennsylvania",42017,628195
"Butler County, Pennsylvania",42019,187888
"Cambria County, Pennsylvania",42021,131730
"Cameron County, Pennsylvania",42023,4492
"Carbon County, Pennsylvania",42025,64227
"Centre County, Pennsylvania",42027,162805
"Chester County, Pennsylvania",42029,522046
"Clarion County, Pennsylvania",42031,38779
"Clearfield County, Pennsylvania",42033,79388
"Clinton County, Pennsylvania",42035,38684
"Columbia County, Pennsylvania",42037,65456
"Crawford County, Pennsylvania",42039,85063
"Cumberland County, Pennsylvania",42041,251423
"Dauphin County, Pennsylvania",42043,277097
"Delaware County, Pennsylvania",42045,564751
"Elk County, Pennsylvania",42047,30169
"Erie County, Pennsylvania",42049,272061
